1|107860|7191
1|113224|444
1|102141|180
1|111585|288
1|105907|150
1|102559|7197
1|101524|891
1|111835|10080
1|107848|1734
2|113561|11192
2|105016|13990
2|110714|4995
2|107932|2373
2|103813|4000
2|101991|1998
3|112139|1197
3|114008|19998
3|106079|1824
3|108391|245
3|115124|2090
3|113069|596
3|110605|599
3|112297|1152
3|111456|1806
4|115605|40
4|106237|6993
4|113078|465
5|113031|1596
5|103024|60
5|112054|414
6|109088|23994
6|100739|269
6|111120|40
6|114550|4647
6|101626|7995
6|100495|432
6|115743|2300
6|107698|5190
6|102993|343
7|107333|1341
7|112586|796
7|106290|309
7|113671|790
8|106880|8910
8|101890|1068
8|114372|31194
8|108597|72
8|108607|387
9|108349|1024
9|101385|58491
522|102622|18891
522|113021|2397
522|103993|76
522|115261|2880
522|101658|536
522|106107|10
522|110224|147
522|109586|23
525|105149|28320
525|107061|384
525|107981|237
526|107970|623
526|102534|2396
526|108743|7192
526|111032|1899
526|108478|455
526|100120|40
526|111337|18
526|114800|609
527|104293|2045
527|109097|294
527|104577|279
527|107231|174
527|111471|27293
527|112206|1743
528|113473|1952
528|111301|2712
529|106611|3599
529|101634|2208
529|113893|19184
529|102761|2992
530|103248|5593
530|115253|2748
530|112603|478
531|106020|120
531|105595|88
531|112388|1701
531|112796|357
531|105007|1548
531|107528|1596
532|101497|387
532|103547|11
532|115358|45600
532|106649|16796
532|104031|7686
532|104091|15495
534|108266|35
534|101219|1253
537|113810|37495
537|111359|8997
537|106969|23200
537|106141|3152
537|102676|8888
541|114338|1104
541|102396|46
541|107445|1995
541|112594|3799
541|106575|900
541|115021|8000
541|101352|198
541|107755|384
546|112892|2148
546|107467|4796
546|106891|6352
546|102837|6000
546|109885|608
546|108773|1540
546|114770|414
546|105951|4664
546|109302|6180
552|107878|276
552|101975|4050
552|115338|232
552|104814|398
567|113603|152
567|113885|9990
568|112276|10
568|102103|5010
568|101734|1599
568|113477|196
568|110301|1688
568|105710|140
568|100579|4302
568|111797|5200
568|101727|17397
570|102645|108
570|107675|192
570|105194|2375
570|109920|1074
570|115448|40
570|113511|458
570|100855|1614
570|103255|1183
573|111969|594
573|100866|4784
573|106618|396
577|101712|65994
577|112830|2691
577|109255|2793
582|102102|11992
588|100373|12510
588|102077|270
588|114454|2601
595|102735|38560
595|104428|1390
595|111488|6140
595|113072|90
595|113868|1180
595|103184|4598
595|105594|1200
595|113154|1883
595|110860|114
603|103404|210
603|107746|12980
603|114066|476
603|106911|621
603|105960|1242
603|106796|280
612|104779|98
622|107493|13497
622|101236|150
622|114036|37793
633|111261|833
645|101832|580
645|103996|98
645|111213|276
645|106713|600
645|108333|1176
658|115680|1656
658|103839|6132
658|103993|11
672|115054|138
672|103107|225
672|110010|14998
687|106979|324
687|110316|538
687|110447|35640
687|105604|2464
687|105119|756
687|113166|345
687|114074|7140
703|104822|798
703|110956|63992
720|111932|2290
720|114807|149
720|103790|5832
720|106529|88
720|111203|1690
720|101642|7995
720|107418|1912
720|105382|3960
720|105314|7080
738|110514|5292
757|106647|96
757|110067|5397
757|107306|534
757|115905|69
757|111627|1240
757|107277|399
757|100613|718
757|105099|15200
757|106976|30
777|101515|1995
777|100693|3040
798|114246|19995
798|109545|8990
798|108846|2198
798|105594|2400
798|104891|636
798|102949|414
843|101212|645
843|108860|222
843|102584|1107
843|109642|1422
843|109995|13293
843|107609|11893
843|100291|11400
843|111678|13000
843|107540|318
892|113504|1992
892|100114|47
892|103750|3600
892|113352|139
892|108682|25880
918|110244|75
918|109833|595
918|109175|17997
918|112942|15594
918|103551|897
918|115739|1674
918|106071|1074
918|100410|1184
918|109687|296
945|102898|19192
945|108573|200
945|112599|636
945|115853|2600
945|104630|158000
945|106872|890
945|110065|177
945|103997|620
945|108063|2598
973|103895|600
973|109539|1584
973|106433|290
1032|106008|5
1032|102069|1908
1032|108385|1472
1063|110419|59
1063|101982|708
1063|103357|138
1063|107062|774
1063|108982|3582
1063|115735|55596
1063|104414|234
1063|100444|3195
1095|101691|32394
1095|104800|176
1095|110796|2781
1095|104433|687
1095|114064|17991
1095|107522|995
1128|105490|89
1128|108688|2552
1128|114605|96
1128|108259|18500
1128|109108|7497
1128|107286|220
1128|115349|6580
1162|115336|278
1162|115234|2872
1162|114104|128
1162|112131|6990
1162|115260|2560
1162|111561|2998
1162|111044|12796
1197|110884|10728
1197|115644|4792
1197|105494|456
1197|107789|474
1233|108658|3152
1233|108956|1299
1233|101621|597
1270|108981|3450
1270|107163|742
1270|110268|676
1270|108072|11
1270|111238|1580
1270|106316|387
1270|107768|792
1270|110657|34
1270|105390|268
1308|110693|4516
1308|105504|46893
1347|107751|1036
1347|113694|300
1347|108088|1140
1387|107652|13
1387|109816|369
1387|103750|7200
1428|110495|70
1470|103682|156
1470|112279|2699
1470|115615|354
1470|107838|1980
1470|111792|69
1470|109630|7
1470|111115|4980
1470|110750|150
1470|101013|6699
1513|106064|1200
1513|113370|21596
1513|108423|660
1513|104586|480
1557|111502|288
1557|107934|132
1557|115844|3192
1602|112074|216
1602|114503|37093
1602|111738|2653
1602|112124|1192
1602|109711|5360
1602|105462|149
1602|111048|1990
1602|113403|10198
1602|111141|477
1648|109885|912
1695|114908|128
1695|113454|35
1695|108004|8997
1695|104636|1688
1695|111133|895
1695|115333|1437
1695|104238|115
1695|107791|990
1743|104964|1316
1743|100669|387
1743|103522|269
1743|103228|7992
1743|100435|9793
1743|102735|3856
1743|110692|123
1743|104110|7140
1743|114347|504
1792|100694|48392
1792|103272|127
1792|103082|336
1792|103759|300
1792|115576|477
1842|108103|2208
1842|111479|196
1945|110495|30
1945|109062|1881
1998|104368|406
1998|111598|7996
2052|115603|203
2052|112126|59664
2107|115446|1140
2107|103883|16995
2107|101553|1188
2107|106023|312
2107|106483|298
2107|110518|1092
2107|110452|36372
2107|108432|99
2107|110409|3845
2163|104491|3890
2163|100590|35082
2163|110822|687
2163|102942|2786
2163|113489|20986
2163|107216|590
2220|113854|1236
2220|103920|1128
2220|107118|150
2220|115858|396
2220|103548|420
2220|112699|1912
2220|101238|29990
2220|105951|23320
2220|112553|1113
2278|102725|3200
2278|104547|658
2278|100101|38
2337|107441|1999
